config,cpu_freq_khz,gpu_clk,engine,avg_cpu_dram_w,avg_cpu_pkg_w,avg_gpu_util,avg_ms,avg_power_w,avg_s,benchmark,cpu_energy_j,elapsed_s,energy_j,gpu_energy_j,max_gpu_util,max_mem_mb,max_power_w,min_ms,min_s,n_reps,num_samples,num_steady_samples,query,run_id,sf,status,storage
gpu_low,4000000,210,sirius,1.8,103.8,19.2,,18.0,0.0028,clickbench,0.21,13.91,,0.04,100,15823,22.7,,0.0020,15000,142,103,q6,clickbench_sf5_q6,5,OK,
gpu_low,4000000,210,sirius,1.8,105.3,27.5,,21.4,0.0020,clickbench,0.11,11.15,,0.02,100,15841,26.2,,0.0010,3334,128,127,q7,clickbench_sf5_q7,5,OK,
gpu_low,4000000,210,sirius,1.8,105.0,99.2,,32.7,0.4089,clickbench,42.74,14.55,,13.32,100,15793,33.7,,0.4070,25,154,110,q8,clickbench_sf5_q8,5,OK,
gpu_low,4000000,210,sirius,1.8,103.9,99.3,,32.3,0.4158,clickbench,42.91,14.83,,13.35,100,15793,33.5,,0.4130,25,156,117,q9,clickbench_sf5_q9,5,OK,
gpu_low,4000000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q1,h2o_sf1gb_q1,1gb,FAIL,
gpu_low,4000000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q10,h2o_sf1gb_q10,1gb,FAIL,
gpu_low,4000000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q2,h2o_sf1gb_q2,1gb,FAIL,
gpu_low,4000000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q3,h2o_sf1gb_q3,1gb,FAIL,
gpu_low,4000000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q4,h2o_sf1gb_q4,1gb,FAIL,
gpu_low,4000000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q5,h2o_sf1gb_q5,1gb,FAIL,
gpu_low,4000000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q6,h2o_sf1gb_q6,1gb,FAIL,
gpu_low,4000000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q7,h2o_sf1gb_q7,1gb,FAIL,
gpu_low,4000000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q8,h2o_sf1gb_q8,1gb,FAIL,
gpu_low,4000000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q9,h2o_sf1gb_q9,1gb,FAIL,
gpu_low,4000000,210,sirius,1.8,103.9,34.7,,19.0,0.0233,h2o,2.29,10.74,,0.42,100,15841,31.0,,0.0220,870,108,106,q1,h2o_sf1gb_q1,1gb,OK,
gpu_low,4000000,210,sirius,1.8,109.5,65.5,,24.6,0.0774,h2o,8.21,15.41,,1.84,100,15841,35.4,,0.0750,264,143,87,q10,h2o_sf1gb_q10,1gb,OK,
gpu_low,4000000,210,sirius,1.8,105.1,41.4,,19.9,0.0343,h2o,3.47,11.60,,0.66,100,15835,31.7,,0.0330,590,116,116,q2,h2o_sf1gb_q2,1gb,OK,
gpu_low,4000000,210,sirius,1.8,104.9,34.2,,19.8,0.0334,h2o,3.36,11.43,,0.63,100,15835,35.6,,0.0320,608,111,105,q3,h2o_sf1gb_q3,1gb,OK,
gpu_low,4000000,210,sirius,1.8,104.5,27.7,,19.1,0.0261,h2o,2.61,10.89,,0.48,100,15837,31.3,,0.0250,800,107,107,q4,h2o_sf1gb_q4,1gb,OK,
gpu_low,4000000,210,sirius,1.8,104.8,25.0,,19.9,0.0323,h2o,3.25,11.35,,0.62,100,15841,35.3,,0.0310,626,109,106,q5,h2o_sf1gb_q5,1gb,OK,
gpu_low,4000000,210,sirius,1.8,105.2,49.4,,23.2,0.0608,h2o,6.21,13.27,,1.37,97,15841,32.4,,0.0590,334,126,81,q6,h2o_sf1gb_q6,1gb,OK,
gpu_low,4000000,210,sirius,1.8,105.6,40.6,,22.4,0.0394,h2o,4.01,11.74,,0.85,100,15841,34.3,,0.0380,514,114,76,q7,h2o_sf1gb_q7,1gb,OK,
gpu_low,4000000,210,sirius,1.8,107.3,25.1,,20.9,0.0430,h2o,4.40,12.08,,0.86,100,15841,34.6,,0.0410,478,120,120,q8,h2o_sf1gb_q8,1gb,OK,
gpu_low,4000000,210,sirius,1.8,107.1,98.8,,31.6,0.1559,h2o,16.59,10.07,,4.90,100,15841,33.0,,0.1550,65,81,35,q9,h2o_sf1gb_q9,1gb,OK,
gpu_low,4000000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q1,h2o_sf2gb_q1,2gb,FAIL,
gpu_low,4000000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q10,h2o_sf2gb_q10,2gb,FAIL,
gpu_low,4000000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q2,h2o_sf2gb_q2,2gb,FAIL,
gpu_low,4000000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q3,h2o_sf2gb_q3,2gb,FAIL,
gpu_low,4000000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q4,h2o_sf2gb_q4,2gb,FAIL,
gpu_low,4000000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q5,h2o_sf2gb_q5,2gb,FAIL,
gpu_low,4000000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q6,h2o_sf2gb_q6,2gb,FAIL,
gpu_low,4000000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q7,h2o_sf2gb_q7,2gb,FAIL,
gpu_low,4000000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q8,h2o_sf2gb_q8,2gb,FAIL,
gpu_low,4000000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q9,h2o_sf2gb_q9,2gb,FAIL,
gpu_low,4000000,210,sirius,1.8,108.2,30.8,,20.3,0.0434,h2o,4.55,12.50,,0.85,100,15841,32.2,,0.0420,466,124,118,q1,h2o_sf2gb_q1,2gb,OK,
gpu_low,4000000,210,sirius,1.8,106.9,96.9,,33.1,0.1470,h2o,15.60,10.76,,4.83,100,15841,36.3,,0.1460,68,91,47,q10,h2o_sf2gb_q10,2gb,OK,
gpu_low,4000000,210,sirius,1.8,105.5,30.2,,21.9,0.0659,h2o,6.75,14.52,,1.40,100,15841,32.0,,0.0640,308,143,143,q2,h2o_sf2gb_q2,2gb,OK,
gpu_low,4000000,210,sirius,1.8,107.6,35.0,,22.5,0.0670,h2o,7.00,14.46,,1.47,100,15839,35.9,,0.0650,304,137,137,q3,h2o_sf2gb_q3,2gb,OK,
gpu_low,4000000,210,sirius,1.8,110.8,27.9,,21.1,0.0494,h2o,5.32,13.13,,1.01,100,15841,32.5,,0.0480,418,129,127,q4,h2o_sf2gb_q4,2gb,OK,
gpu_low,4000000,210,sirius,1.8,105.4,11.7,,22.5,0.0614,h2o,6.33,13.87,,1.35,55,15841,36.4,,0.0600,328,131,130,q5,h2o_sf2gb_q5,2gb,OK,
gpu_low,4000000,210,sirius,1.8,109.0,64.3,,25.8,0.1169,h2o,12.64,17.60,,3.00,100,15841,33.0,,0.1160,170,164,122,q6,h2o_sf2gb_q6,2gb,OK,
gpu_low,4000000,210,sirius,1.8,105.8,60.9,,25.2,0.0749,h2o,7.72,14.67,,1.84,100,15839,34.8,,0.0730,272,135,94,q7,h2o_sf2gb_q7,2gb,OK,
gpu_low,4000000,210,sirius,1.8,105.7,54.1,,23.9,0.0856,h2o,8.88,15.42,,2.01,100,15841,35.4,,0.0840,236,151,151,q8,h2o_sf2gb_q8,2gb,OK,
gpu_low,4000000,210,sirius,1.8,106.5,64.9,,26.6,0.3064,h2o,32.48,15.09,,8.11,100,15835,33.3,,0.3050,33,116,110,q9,h2o_sf2gb_q9,2gb,OK,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q01,tpch_sf1_q01,1,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q02,tpch_sf1_q02,1,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q03,tpch_sf1_q03,1,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q04,tpch_sf1_q04,1,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q05,tpch_sf1_q05,1,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q06,tpch_sf1_q06,1,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q07,tpch_sf1_q07,1,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q08,tpch_sf1_q08,1,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q09,tpch_sf1_q09,1,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q10,tpch_sf1_q10,1,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q11,tpch_sf1_q11,1,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q12,tpch_sf1_q12,1,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q13,tpch_sf1_q13,1,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q14,tpch_sf1_q14,1,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q15,tpch_sf1_q15,1,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q16,tpch_sf1_q16,1,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q17,tpch_sf1_q17,1,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q18,tpch_sf1_q18,1,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q19,tpch_sf1_q19,1,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q20,tpch_sf1_q20,1,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q21,tpch_sf1_q21,1,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q22,tpch_sf1_q22,1,FAIL,
gpu_low,4000000,210,sirius,1.8,108.2,93.6,,30.5,0.0924,tpch,0.11,10.88,,0.03,99,15841,32.5,,0.0010,67,86,48,q01,tpch_sf1_q01,1,OK,
gpu_low,4000000,210,sirius,1.8,107.4,44.6,,19.6,0.0155,tpch,1.18,10.07,,0.22,100,15841,23.7,,0.0110,358,116,113,q02,tpch_sf1_q02,1,OK,
gpu_low,4000000,210,sirius,1.8,110.1,56.1,,23.1,0.0157,tpch,0.77,18.92,,0.16,89,15841,27.0,,0.0070,608,197,158,q03,tpch_sf1_q03,1,OK,
gpu_low,4000000,210,sirius,1.8,107.6,48.7,,22.9,0.0149,tpch,0.97,10.41,,0.21,87,15841,28.5,,0.0090,385,105,99,q04,tpch_sf1_q04,1,OK,
gpu_low,4000000,210,sirius,1.8,109.8,42.0,,21.3,0.0100,tpch,0.44,17.55,,0.09,100,15841,25.8,,0.0040,800,188,147,q05,tpch_sf1_q05,1,OK,
gpu_low,4000000,210,sirius,1.8,106.7,41.9,,25.8,0.0191,tpch,1.71,14.66,,0.41,100,15841,31.3,,0.0160,527,130,130,q06,tpch_sf1_q06,1,OK,
gpu_low,4000000,210,sirius,1.8,108.8,39.5,,21.2,0.0154,tpch,0.98,19.44,,0.19,100,15841,26.0,,0.0090,646,204,198,q07,tpch_sf1_q07,1,OK,
gpu_low,4000000,210,sirius,1.8,107.9,42.7,,21.0,0.0120,tpch,0.54,18.22,,0.10,70,15841,24.9,,0.0050,716,197,161,q08,tpch_sf1_q08,1,OK,
gpu_low,4000000,210,sirius,1.8,-15236.3,41.6,,21.7,0.0181,tpch,-121.89,17.08,,0.17,100,15841,28.1,,0.0080,410,177,174,q09,tpch_sf1_q09,1,OK,
gpu_low,4000000,210,sirius,1.8,109.2,75.4,,26.8,0.0183,tpch,1.09,10.02,,0.27,97,15841,28.2,,0.0100,286,101,58,q10,tpch_sf1_q10,1,OK,
gpu_low,4000000,210,sirius,1.8,109.3,43.0,,22.2,0.0035,tpch,0.11,18.42,,0.02,100,15841,24.6,,0.0010,2000,219,177,q11,tpch_sf1_q11,1,OK,
gpu_low,4000000,210,sirius,1.8,107.7,74.3,,27.1,0.0132,tpch,0.86,10.34,,0.22,83,15841,28.5,,0.0080,417,106,66,q12,tpch_sf1_q12,1,OK,
gpu_low,4000000,210,sirius,1.8,105.9,29.9,,18.8,0.0472,tpch,4.87,10.91,,0.86,95,15839,29.5,,0.0460,426,111,111,q13,tpch_sf1_q13,1,OK,
gpu_low,4000000,210,sirius,1.8,107.1,37.4,,22.2,0.0056,tpch,0.32,10.68,,0.07,100,15841,27.3,,0.0030,1112,114,114,q14,tpch_sf1_q14,1,OK,
gpu_low,4000000,210,sirius,1.8,107.1,35.9,,21.5,0.0066,tpch,0.32,19.69,,0.06,100,15841,26.2,,0.0030,1540,209,207,q15,tpch_sf1_q15,1,OK,
gpu_low,4000000,210,sirius,1.8,108.1,74.0,,20.8,0.0737,tpch,0.32,16.14,,0.06,100,15841,25.1,,0.0030,96,182,141,q16,tpch_sf1_q16,1,OK,
gpu_low,4000000,210,sirius,1.8,108.2,41.0,,20.8,0.0161,tpch,0.22,15.57,,0.04,100,15841,27.2,,0.0020,372,166,162,q17,tpch_sf1_q17,1,OK,
gpu_low,4000000,210,sirius,1.8,108.0,90.6,,30.2,0.0493,tpch,4.53,12.21,,1.27,100,15841,31.8,,0.0420,157,115,78,q18,tpch_sf1_q18,1,OK,
gpu_low,4000000,210,sirius,1.8,110.1,46.4,,23.1,0.0182,tpch,1.32,10.84,,0.28,100,15841,29.0,,0.0120,323,108,108,q19,tpch_sf1_q19,1,OK,
gpu_low,4000000,210,sirius,1.8,109.2,43.6,,20.3,0.0173,tpch,0.98,18.41,,0.18,100,15841,25.4,,0.0090,514,195,195,q20,tpch_sf1_q20,1,OK,
gpu_low,4000000,210,sirius,1.8,111.3,64.7,,23.9,0.0591,tpch,2.45,18.10,,0.53,100,15841,28.7,,0.0220,152,180,140,q21,tpch_sf1_q21,1,OK,
gpu_low,4000000,210,sirius,1.8,107.7,39.3,,19.9,0.0073,tpch,0.43,19.00,,0.08,87,15841,24.2,,0.0040,1334,216,213,q22,tpch_sf1_q22,1,OK,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q01,tpch_sf2_q01,2,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q02,tpch_sf2_q02,2,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q03,tpch_sf2_q03,2,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q04,tpch_sf2_q04,2,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q05,tpch_sf2_q05,2,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q06,tpch_sf2_q06,2,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q07,tpch_sf2_q07,2,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q08,tpch_sf2_q08,2,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q09,tpch_sf2_q09,2,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q10,tpch_sf2_q10,2,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q11,tpch_sf2_q11,2,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q12,tpch_sf2_q12,2,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q13,tpch_sf2_q13,2,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q14,tpch_sf2_q14,2,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q15,tpch_sf2_q15,2,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q16,tpch_sf2_q16,2,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q17,tpch_sf2_q17,2,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q18,tpch_sf2_q18,2,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q19,tpch_sf2_q19,2,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q20,tpch_sf2_q20,2,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q21,tpch_sf2_q21,2,FAIL,
gpu_low,4000000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q22,tpch_sf2_q22,2,FAIL,
gpu_low,4000000,210,sirius,1.8,107.2,65.9,,26.4,0.2860,tpch,0.54,14.86,,0.13,100,15841,33.2,,0.0050,35,116,112,q01,tpch_sf2_q01,2,OK,
gpu_low,4000000,210,sirius,1.8,108.3,64.6,,22.9,0.0196,tpch,1.52,10.74,,0.32,100,15841,25.1,,0.0140,313,124,85,q02,tpch_sf2_q02,2,OK,
gpu_low,4000000,210,sirius,1.8,107.7,53.5,,23.4,0.0261,tpch,1.51,10.10,,0.33,100,15841,29.6,,0.0140,209,100,100,q03,tpch_sf2_q03,2,OK,
gpu_low,4000000,210,sirius,1.8,111.6,52.4,,24.5,0.0304,tpch,2.23,11.65,,0.49,100,15841,31.0,,0.0200,223,106,98,q04,tpch_sf2_q04,2,OK,
gpu_low,4000000,210,sirius,1.8,108.5,51.7,,23.0,0.0152,tpch,0.54,17.16,,0.12,100,15841,27.8,,0.0050,488,179,135,q05,tpch_sf2_q05,2,OK,
gpu_low,4000000,210,sirius,1.8,106.9,95.5,,31.5,0.0431,tpch,4.38,14.35,,1.29,100,15841,32.3,,0.0410,228,102,61,q06,tpch_sf2_q06,2,OK,
gpu_low,4000000,210,sirius,1.8,106.4,45.1,,22.7,0.0264,tpch,2.02,10.16,,0.43,100,15841,28.4,,0.0190,200,100,98,q07,tpch_sf2_q07,2,OK,
gpu_low,4000000,210,sirius,1.8,106.7,44.1,,22.4,0.0169,tpch,0.85,17.48,,0.18,100,15841,27.7,,0.0080,446,184,138,q08,tpch_sf2_q08,2,OK,
gpu_low,4000000,210,sirius,1.8,106.5,39.6,,22.3,0.0293,tpch,1.38,16.82,,0.29,100,15841,30.3,,0.0130,234,170,170,q09,tpch_sf2_q09,2,OK,
gpu_low,4000000,210,sirius,1.8,106.2,48.0,,23.1,0.0296,tpch,2.02,10.19,,0.44,100,15841,30.0,,0.0190,176,98,98,q10,tpch_sf2_q10,2,OK,
gpu_low,4000000,210,sirius,1.8,108.3,45.1,,21.9,0.0043,tpch,0.11,15.16,,0.02,100,15841,26.2,,0.0010,1250,175,173,q11,tpch_sf2_q11,2,OK,
gpu_low,4000000,210,sirius,1.8,107.4,86.7,,30.4,0.0300,tpch,2.36,10.88,,0.67,88,15841,31.4,,0.0220,205,99,54,q12,tpch_sf2_q12,2,OK,
gpu_low,4000000,210,sirius,1.8,110.3,36.4,,20.3,0.0850,tpch,9.27,11.87,,1.71,100,15839,32.2,,0.0840,236,117,117,q13,tpch_sf2_q13,2,OK,
gpu_low,4000000,210,sirius,1.8,105.3,53.3,,24.6,0.0138,tpch,1.05,12.41,,0.25,85,15841,29.5,,0.0100,556,122,118,q14,tpch_sf2_q14,2,OK,
gpu_low,4000000,210,sirius,1.8,106.8,76.2,,28.3,0.0153,tpch,1.17,11.75,,0.31,79,15841,29.1,,0.0110,455,117,73,q15,tpch_sf2_q15,2,OK,
gpu_low,4000000,210,sirius,1.8,106.3,62.9,,21.0,0.0895,tpch,0.32,17.08,,0.06,100,15841,26.6,,0.0030,90,190,190,q16,tpch_sf2_q16,2,OK,
gpu_low,4000000,210,sirius,1.8,110.5,49.3,,22.1,0.0311,tpch,0.22,16.01,,0.04,100,15841,29.7,,0.0020,210,166,166,q17,tpch_sf2_q17,2,OK,
gpu_low,4000000,210,sirius,1.8,106.1,67.1,,26.6,0.0982,tpch,9.13,12.98,,2.28,100,15841,33.0,,0.0860,86,119,119,q18,tpch_sf2_q18,2,OK,
gpu_low,4000000,210,sirius,1.8,102.1,98.0,,19.4,0.0324,tpch,2.14,11.02,,0.41,98,283,20.8,,0.0210,179,101,7,q19,tpch_sf2_q19,2,OK,
gpu_low,4000000,210,sirius,1.8,106.6,63.5,,23.6,0.0270,tpch,1.92,19.79,,0.43,100,15841,28.2,,0.0180,372,193,148,q20,tpch_sf2_q20,2,OK,
gpu_low,4000000,210,sirius,1.8,107.0,59.8,,24.8,0.0907,tpch,4.92,18.41,,1.14,100,15841,30.9,,0.0460,100,170,130,q21,tpch_sf2_q21,2,OK,
gpu_low,4000000,210,sirius,1.8,107.9,36.5,,20.5,0.0094,tpch,0.43,18.56,,0.08,100,15841,25.4,,0.0040,1000,205,203,q22,tpch_sf2_q22,2,OK,
both_low,1800000,210,sirius,1.8,47.9,4.6,,15.6,0.0019,clickbench,0.05,19.27,,0.02,57,15665,19.6,,0.0010,3334,175,96,q0,clickbench_sf5_q0,5,OK,
both_low,1800000,210,sirius,1.8,-26330.7,19.5,,19.7,0.0047,clickbench,-78.99,22.57,,0.06,100,15841,23.1,,0.0030,2000,205,96,q1,clickbench_sf5_q1,5,OK,
both_low,1800000,210,sirius,1.8,48.3,74.4,,22.3,0.0261,clickbench,0.29,18.20,,0.13,100,15841,24.4,,0.0060,164,159,50,q10,clickbench_sf5_q10,5,OK,
both_low,1800000,210,sirius,1.8,48.1,87.0,,23.3,0.0385,clickbench,0.29,18.48,,0.14,100,15841,24.4,,0.0060,121,163,45,q11,clickbench_sf5_q11,5,OK,
both_low,1800000,210,sirius,1.8,48.1,0.0,,18.5,0.0221,clickbench,0.48,18.91,,0.18,0,15841,29.4,,0.0100,228,160,160,q12,clickbench_sf5_q12,5,OK,
both_low,1800000,210,sirius,1.8,47.5,98.8,,26.3,0.3918,clickbench,18.59,23.95,,10.27,100,15797,28.1,,0.3910,26,211,99,q13,clickbench_sf5_q13,5,OK,
both_low,1800000,210,sirius,1.8,48.2,56.7,,24.7,0.0213,clickbench,0.48,18.54,,0.25,84,15841,29.3,,0.0100,218,156,48,q14,clickbench_sf5_q14,5,OK,
both_low,1800000,210,sirius,1.8,47.8,12.9,,19.1,0.0355,clickbench,1.63,14.73,,0.65,86,15841,31.2,,0.0340,286,125,43,q15,clickbench_sf5_q15,5,OK,
both_low,1800000,210,sirius,1.8,48.3,16.1,,17.5,0.0702,clickbench,3.33,16.46,,1.21,100,15841,31.1,,0.0690,145,139,112,q16,clickbench_sf5_q16,5,OK,
both_low,1800000,210,sirius,1.8,47.4,24.5,,19.7,0.0534,clickbench,2.46,15.62,,1.03,100,15841,31.9,,0.0520,193,134,33,q17,clickbench_sf5_q17,5,OK,
both_low,1800000,210,sirius,1.8,47.7,16.4,,18.7,0.1313,clickbench,6.16,18.62,,2.41,100,15839,32.2,,0.1290,77,153,153,q18,clickbench_sf5_q18,5,OK,
both_low,1800000,210,sirius,1.8,48.1,23.5,,19.8,0.0068,clickbench,0.24,24.70,,0.10,100,15841,24.9,,0.0050,1667,214,188,q19,clickbench_sf5_q19,5,OK,
both_low,1800000,210,sirius,1.8,47.5,5.3,,16.7,0.0067,clickbench,0.24,13.77,,0.08,100,15831,21.9,,0.0050,1667,120,37,q2,clickbench_sf5_q2,5,OK,
both_low,1800000,210,sirius,1.8,47.7,41.3,,22.2,0.0655,clickbench,3.01,24.87,,1.40,100,15841,32.1,,0.0630,157,203,181,q20,clickbench_sf5_q20,5,OK,
both_low,1800000,210,sirius,1.8,47.9,79.3,,27.2,0.0735,clickbench,3.35,24.77,,1.90,100,15841,32.2,,0.0700,132,199,88,q21,clickbench_sf5_q21,5,OK,
both_low,1800000,210,sirius,1.8,48.1,36.7,,19.9,0.1964,clickbench,6.83,26.24,,2.83,100,15841,32.5,,0.1420,47,214,194,q22,clickbench_sf5_q22,5,OK,
both_low,1800000,210,sirius,1.8,47.9,62.6,,26.7,0.0679,clickbench,3.02,25.74,,1.68,95,15841,31.6,,0.0630,139,214,93,q23,clickbench_sf5_q23,5,OK,
both_low,1800000,210,sirius,1.8,47.8,27.3,,19.9,0.0172,clickbench,0.62,22.05,,0.26,62,15841,27.0,,0.0130,477,185,165,q24,clickbench_sf5_q24,5,OK,
both_low,1800000,210,sirius,1.8,47.7,88.1,,26.0,0.3181,clickbench,15.06,23.72,,8.21,96,15823,27.1,,0.3160,32,208,93,q25,clickbench_sf5_q25,5,OK,
both_low,1800000,210,sirius,1.8,48.1,62.4,,22.9,0.0971,clickbench,0.48,20.18,,0.23,100,15841,26.8,,0.0100,65,174,79,q26,clickbench_sf5_q26,5,OK,
both_low,1800000,210,sirius,1.8,47.8,23.1,,19.1,0.0733,clickbench,1.58,21.11,,0.63,100,15841,32.5,,0.0330,85,166,166,q27,clickbench_sf5_q27,5,OK,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q28,clickbench_sf5_q28,5,FALLBACK,
both_low,1800000,210,sirius,1.8,49.3,8.3,,16.2,0.0963,clickbench,4.59,16.93,,1.51,100,15841,21.5,,0.0930,108,151,151,q29,clickbench_sf5_q29,5,OK,
both_low,1800000,210,sirius,1.8,48.1,5.1,,15.5,0.0070,clickbench,0.29,13.67,,0.09,100,15811,22.7,,0.0060,1667,119,93,q3,clickbench_sf5_q3,5,OK,
both_low,1800000,210,sirius,1.8,48.4,58.9,,26.2,0.0162,clickbench,0.53,20.14,,0.29,92,15841,26.6,,0.0110,371,171,36,q30,clickbench_sf5_q30,5,OK,
both_low,1800000,210,sirius,1.8,47.8,40.4,,22.7,0.0174,clickbench,0.53,19.57,,0.25,77,15841,29.0,,0.0110,313,167,72,q31,clickbench_sf5_q31,5,OK,
both_low,1800000,210,sirius,1.8,47.7,19.1,,18.7,0.1342,clickbench,6.34,18.11,,2.49,100,15839,32.8,,0.1330,75,143,143,q32,clickbench_sf5_q32,5,OK,
both_low,1800000,210,sirius,1.8,49.4,20.3,,19.2,0.1356,clickbench,6.67,19.67,,2.59,100,15841,30.4,,0.1350,75,163,135,q33,clickbench_sf5_q33,5,OK,
both_low,1800000,210,sirius,1.8,48.5,94.6,,30.4,0.1407,clickbench,6.78,19.84,,4.26,95,15841,30.8,,0.1400,72,163,32,q34,clickbench_sf5_q34,5,OK,
both_low,1800000,210,sirius,1.8,48.2,85.7,,31.8,0.0720,clickbench,3.42,16.04,,2.26,87,15841,32.8,,0.0710,139,135,15,q35,clickbench_sf5_q35,5,OK,
both_low,1800000,210,sirius,1.8,48.0,55.5,,24.1,0.0494,clickbench,1.82,22.73,,0.91,100,15841,29.9,,0.0380,157,175,77,q36,clickbench_sf5_q36,5,OK,
both_low,1800000,210,sirius,1.8,49.2,26.5,,19.7,0.0523,clickbench,2.21,23.37,,0.88,100,15841,31.0,,0.0450,162,173,145,q37,clickbench_sf5_q37,5,OK,
